field_query,paperId,title,url,publicationTypes,abstract,year,citationCount,journal_volume,authorIds,corresponding_author,venue,number_reviewers,reviewers,approved,comments,proceedings,edition,journal_name,keywords
NLP,f4c4e148546089123f8da5db4fb246ab4062bd40,Evaluation of ChatGPT for NLP-based Mental Health Applications,https://www.semanticscholar.org/paper/f4c4e148546089123f8da5db4fb246ab4062bd40,JournalArticle,"Large language models (LLM) have been successful in several natural language understanding tasks and could be relevant for natural language processing (NLP)-based mental health application research. In this work, we report the performance of LLM-based ChatGPT (with gpt-3.5-turbo backend) in three text-based mental health classification tasks: stress detection (2-class classification), depression detection (2-class classification), and suicidality detection (5-class classification). We obtained annotated social media posts for the three classification tasks from public datasets. Then ChatGPT API classified the social media posts with an input prompt for classification. We obtained F1 scores of 0.73, 0.86, and 0.37 for stress detection, depression detection, and suicidality detection, respectively. A baseline model that always predicted the dominant class resulted in F1 scores of 0.35, 0.60, and 0.19. The zero-shot classification accuracy obtained with ChatGPT indicates a potential use of language models for mental health classification tasks.",2023,35,abs/2303.15727,[2120664.0],2120664.0,Reykjavik,3,"[46429989.0, 1891554.0, 144248374.0]",Y,"['Without experiments over other datasets and wall clock time results, it is hard to appreciate the significance of this improvement.', ""I don't find the reconstructions demonstrated particularly compelling (they are generally pretty different from the original input)."", ""It's possible some of the issues arise from the particular architectures they choose to investigate and demonstrate on (eg I have mostly seen ResNets in the context of CNNs but they analyze on FC topologies, the form of the loss, etc) but that's a guess and there are some further analysis in the supp material for these networks which I haven't looked at in detail.""]",,,arXiv.org,"['classification', 'detection', 'language', 'nlp', 'NLP']"
NLP,97906df07855b029b7aae7c2a1c6c5e8df1d531c,BERT Rediscovers the Classical NLP Pipeline,https://www.semanticscholar.org/paper/97906df07855b029b7aae7c2a1c6c5e8df1d531c,Conference,"Pre-trained text encoders have rapidly advanced the state of the art on many NLP tasks. We focus on one such model, BERT, and aim to quantify where linguistic information is captured within the network. We find that the model represents the steps of the traditional NLP pipeline in an interpretable and localizable way, and that the regions responsible for each step appear in the expected sequence: POS tagging, parsing, NER, semantic roles, then coreference. Qualitative analysis reveals that the model can and often does adjust this pipeline dynamically, revising lower-level decisions on the basis of disambiguating information from higher-level representations.",2019,1193,,"[6117577.0, 143790066.0, 2949185.0]",6117577.0,Stockholm,3,"[6413143.0, 51488437.0, 151213231.0]",Y,"['All components are trained with dense supervision (e.g. loop closure, ego motion with orientation-position, and the ground truth local overhead map).', 'Summary: This work is about model evaluation for molecule generation and design.', 'I found the formulation of the \\alpha to be non-intuitive and confusing at times.']",Annual Meeting of the Association for Computational Linguistics,19.0,,"['nlp', 'model', 'information', 'pipeline', 'NLP']"
NLP,d47a682723f710395454687319bb55635e653105,Language (Technology) is Power: A Critical Survey of “Bias” in NLP,https://www.semanticscholar.org/paper/d47a682723f710395454687319bb55635e653105,Conference,"We survey 146 papers analyzing “bias” in NLP systems, finding that their motivations are often vague, inconsistent, and lacking in normative reasoning, despite the fact that analyzing “bias” is an inherently normative process. We further find that these papers’ proposed quantitative techniques for measuring or mitigating “bias” are poorly matched to their motivations and do not engage with the relevant literature outside of NLP. Based on these findings, we describe the beginnings of a path forward by proposing three recommendations that should guide work analyzing “bias” in NLP systems. These recommendations rest on a greater recognition of the relationships between language and social hierarchies, encouraging researchers and practitioners to articulate their conceptualizations of “bias”---i.e., what kinds of system behaviors are harmful, in what ways, to whom, and why, as well as the normative reasoning underlying these statements—and to center work around the lived experiences of members of communities affected by NLP systems, while interrogating and reimagining the power relations between technologists and such communities.",2020,838,,"[3422038.0, 2881033.0, 2065041692.0, 1831395.0]",3422038.0,Monaco,3,"[2108724347.0, 9162688.0, 31347453.0]",Y,"['Their abstract also claims to utilize a convex programming formulation.', 'Hence inferring a structured latent space is a challenge.', 'Follow up experiments extend the basic setup significantly.']",Annual Meeting of the Association for Computational Linguistics,20.0,,"['bias', 'nlp', 'systems', 'papers', 'NLP']"
NLP,c9b56cb026a38e39bb0228faac57accd6f65e6f7,"TextAttack: A Framework for Adversarial Attacks, Data Augmentation, and Adversarial Training in NLP",https://www.semanticscholar.org/paper/c9b56cb026a38e39bb0228faac57accd6f65e6f7,Conference,"While there has been substantial research using adversarial attacks to analyze NLP models, each attack is implemented in its own code repository. It remains challenging to develop NLP attacks and utilize them to improve model performance. This paper introduces TextAttack, a Python framework for adversarial attacks, data augmentation, and adversarial training in NLP. TextAttack builds attacks from four components: a goal function, a set of constraints, a transformation, and a search method. TextAttack’s modular design enables researchers to easily construct attacks from combinations of novel and existing components. TextAttack provides implementations of 16 adversarial attacks from the literature and supports a variety of models and datasets, including BERT and other transformers, and all GLUE tasks. TextAttack also includes data augmentation and adversarial training modules for using components of adversarial attacks to improve model accuracy and robustness.TextAttack is democratizing NLP: anyone can try data augmentation and adversarial training on any model or dataset, with just a few lines of code. Code and tutorials are available at https://github.com/QData/TextAttack.",2020,522,,"[153769695.0, 1453652787.0, 1693182792.0, 1829303908.0, 2068347799.0, 121817403.0]",153769695.0,Vilnius,3,"[3010457.0, 1410115257.0, 48919600.0]",Y,"['It might be good to emphasize that you don’t train on the IWAE bound in any experiments.', 'But the current system is a great start.', 'When citing Shen et al., 2017, consider also mentioning the following: Controllable Invariance through Adversarial Feature Learning; Qizhe Xie, Zihang Dai, Yulun Du, Eduard Hovy, Graham Neubig; NIPS 2017; https://arxiv.org/abs/1705.11122 Response read -- thanks.']",Conference on Empirical Methods in Natural Language Processing,20.0,,"['attacks', 'nlp', 'textattack', 'code', 'NLP']"
NLP,0e141942fa265142f41a2a26eb17b6005d3af29e,The State and Fate of Linguistic Diversity and Inclusion in the NLP World,https://www.semanticscholar.org/paper/0e141942fa265142f41a2a26eb17b6005d3af29e,Conference,"Language technologies contribute to promoting multilingualism and linguistic diversity around the world. However, only a very small number of the over 7000 languages of the world are represented in the rapidly evolving language technologies and applications. In this paper we look at the relation between the types of languages, resources, and their representation in NLP conferences to understand the trajectory that different languages have followed over time. Our quantitative investigation underlines the disparity between languages, especially in terms of their resources, and calls into question the “language agnostic” status of current models and systems. Through this paper, we attempt to convince the ACL community to prioritise the resolution of the predicaments highlighted here, so that no language is left behind.",2020,532,,"[47070483.0, 50074956.0, 2410839.0, 3086996.0, 143990839.0]",47070483.0,Chisinau,2,"[32830771.0, 2163313042.0]",Y,"['Do you get comparable inception scores?', 'The main signal I lack from reading the paper is whether the proposed model actually does better than a reasonable baseline.']",Annual Meeting of the Association for Computational Linguistics,20.0,,"['language', 'languages', 'technologies', 'nlp', 'NLP']"
NLP,579476d19566efc842929ea6bdd18ab760c8cfa2,Towards Faithfully Interpretable NLP Systems: How Should We Define and Evaluate Faithfulness?,https://www.semanticscholar.org/paper/579476d19566efc842929ea6bdd18ab760c8cfa2,Conference,"With the growing popularity of deep-learning based NLP models, comes a need for interpretable systems. But what is interpretability, and what constitutes a high-quality interpretation? In this opinion piece we reflect on the current state of interpretability evaluation research. We call for more clearly differentiating between different desired criteria an interpretation should satisfy, and focus on the faithfulness criteria. We survey the literature with respect to faithfulness evaluation, and arrange the current approaches around three assumptions, providing an explicit form to how faithfulness is “defined” by the community. We provide concrete guidelines on how evaluation of interpretation methods should and should not be conducted. Finally, we claim that the current binary definition for faithfulness sets a potentially unrealistic bar for being considered faithful. We call for discarding the binary notion of faithfulness in favor of a more graded one, which we believe will be of greater practical utility.",2020,408,,"[41016275.0, 79775260.0]",41016275.0,Berlin,2,"[145201124.0, 2309967.0]",Y,"['Interesting set of ideas and direction, but lack of quantitative analysis supporting the results.', 'In this paper, the authors propose deep architecture that preserves mutual information between the input and the hidden representation and show that the loss of information can only occur at the final layer.']",Annual Meeting of the Association for Computational Linguistics,20.0,,"['faithfulness', 'interpretation', 'evaluation', 'nlp', 'NLP']"
NLP,4fcfe83c05402b5c5fb6e853082e74af6379d7f9,"Missing Information, Unresponsive Authors, Experimental Flaws: The Impossibility of Assessing the Reproducibility of Previous Human Evaluations in NLP",https://www.semanticscholar.org/paper/4fcfe83c05402b5c5fb6e853082e74af6379d7f9,Workshop,"We report our efforts in identifying a set of previous human evaluations in NLP that would be suitable for a coordinated study examining what makes human evaluations in NLP more/less reproducible. We present our results and findings, which include that just 13% of papers had (i) sufficiently low barriers to reproduction, and (ii) enough obtainable information, to be considered for reproduction, and that all but one of the experiments we selected for reproduction was discovered to have flaws that made the meaningfulness of conducting a reproduction questionable. As a result, we had to change our coordinated study design from a reproduce approach to a standardise-then-reproduce-twice approach. Our overall (negative) finding that the great majority of human evaluations in NLP is not repeatable and/or not reproducible and/or too flawed to justify reproduction, paints a dire picture, but presents an opportunity for a rethink about how to design and report human evaluations in NLP.",2023,20,,"[41052836.0, 2122535749.0, 2113922820.0, 17038002.0, 2151319597.0, 9364658.0, 3159752.0, 2648584.0, 40684993.0, 10708829.0, 72115354.0, 2544049.0, 2620186.0, 1720986506.0, 1700894.0, 2921637.0, 2215866480.0, 2022288.0, 2165661802.0, 119804885.0, 1380281888.0, 3201315.0, 66376493.0, 50521235.0, 3192572.0, 2142159995.0, 2221260.0, 2921990.0, 2742475.0, 2326758.0, 2201327940.0, 1681799.0, 2150388522.0, 2086973507.0, 2065048323.0, 9714242.0, 9092408.0, 145148787.0, 2143919864.0]",41052836.0,Reykjavik,3,"[2152209915.0, 40497400.0, 145465286.0]",Y,"['A lookup table storing the training data generates samples containing objects and perfect details, but obviously has not learned anything about either objects or the low-level statistics of natural images.', 'I would like to see the same spectra included.', 'It it thus hard to properly evaluate your method against other proposed methods.']",First Workshop on Insights from Negative Results in NLP,23.0,,"['reproduction', 'evaluations', 'study', 'nlp', 'NLP']"
NLP,03532123ccffae8d411264320e8a5ae2b6eddea0,Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP,https://www.semanticscholar.org/paper/03532123ccffae8d411264320e8a5ae2b6eddea0,JournalArticle,"Retrieval-augmented in-context learning has emerged as a powerful approach for addressing knowledge-intensive tasks using frozen language models (LM) and retrieval models (RM). Existing work has combined these in simple""retrieve-then-read""pipelines in which the RM retrieves passages that are inserted into the LM prompt. To begin to fully realize the potential of frozen LMs and RMs, we propose Demonstrate-Search-Predict (DSP), a framework that relies on passing natural language texts in sophisticated pipelines between an LM and an RM. DSP can express high-level programs that bootstrap pipeline-aware demonstrations, search for relevant passages, and generate grounded predictions, systematically breaking down problems into small transformations that the LM and RM can handle more reliably. We have written novel DSP programs for answering questions in open-domain, multi-hop, and conversational settings, establishing in early evaluations new state-of-the-art in-context learning results and delivering 37-120%, 8-39%, and 80-290% relative gains against the vanilla LM (GPT-3.5), a standard retrieve-then-read pipeline, and a contemporaneous self-ask pipeline, respectively. We release DSP at https://github.com/stanfordnlp/dsp",2022,124,abs/2212.14024,"[144112155.0, 50818255.0, 32551341.0, 145385471.0, 145419642.0, 144922861.0, 143834867.0]",144112155.0,Vilnius,2,"[2931093.0, 3055912.0]",Y,"['Some reasons below: * There are no specific results on properties of the divergences, or axioms that justify them.', 'Revision of the review in light of the author response: The authors have adequately addressed my main remarks, and while doing so have improved both the positioning of the paper amongst relevant literature and the somewhat limited empirical comparisons.']",,,arXiv.org,"['dsp', 'rm', 'incontext', 'nlp', 'NLP']"
NLP,77a096d80eb4dd4ccd103d1660c5a5498f7d026b,Dynabench: Rethinking Benchmarking in NLP,https://www.semanticscholar.org/paper/77a096d80eb4dd4ccd103d1660c5a5498f7d026b,Conference,"We introduce Dynabench, an open-source platform for dynamic dataset creation and model benchmarking. Dynabench runs in a web browser and supports human-and-model-in-the-loop dataset creation: annotators seek to create examples that a target model will misclassify, but that another person will not. In this paper, we argue that Dynabench addresses a critical need in our community: contemporary models quickly achieve outstanding performance on benchmark tasks but nonetheless fail on simple challenge examples and falter in real-world scenarios. With Dynabench, dataset creation, model development, and model assessment can directly inform each other, leading to more robust and informative benchmarks. We report on four initial NLP tasks, illustrating these concepts and highlighting the promise of the platform, and address potential objections to dynamic benchmarking as a new standard for the field.",2021,256,,"[1743722.0, 153408953.0, 40383658.0, 9264826.0, 80833908.0, 47039337.0, 2737827.0, 119869488.0, 1422035486.0, 1736107.0, 1500242049.0, 48662861.0, 2138053020.0, 1918552.0, 3422908.0, 143977268.0, 144922861.0, 2110032535.0]",1743722.0,Dublin,2,"[2729273.0, 82614785.0]",Y,"['I feel that the authors should give a more prominent disclaimer to potential users of the test.', ""If so, doesn't that correspond to evaluating the model under a different generative assumption?""]",North American Chapter of the Association for Computational Linguistics,21.0,,"['model', 'creation', 'platform', 'nlp', 'NLP']"
NLP,087dd95e13efd47aef2a6582e6801b39fc0f83d8,ERASER: A Benchmark to Evaluate Rationalized NLP Models,https://www.semanticscholar.org/paper/087dd95e13efd47aef2a6582e6801b39fc0f83d8,Conference,"State-of-the-art models in NLP are now predominantly based on deep neural networks that are opaque in terms of how they come to make predictions. This limitation has increased interest in designing more interpretable deep models for NLP that reveal the ‘reasoning’ behind model outputs. But work in this direction has been conducted on different datasets and tasks with correspondingly unique aims and metrics; this makes it difficult to track progress. We propose the Evaluating Rationales And Simple English Reasoning (ERASER a benchmark to advance research on interpretable models in NLP. This benchmark comprises multiple datasets and tasks for which human annotations of “rationales” (supporting evidence) have been collected. We propose several metrics that aim to capture how well the rationales provided by models align with human rationales, and also how faithful these rationales are (i.e., the degree to which provided rationales influenced the corresponding predictions). Our hope is that releasing this benchmark facilitates progress on designing more interpretable NLP systems. The benchmark, code, and documentation are available at https://www.eraserbenchmark.com/",2019,473,,"[48727916.0, 49837811.0, 8937909.0, 51172373.0, 2228109.0, 2166511.0, 1912476.0]",48727916.0,Lisbon,2,"[41020222.0, 2066229431.0]",Y,"['I welcome and are grateful for any theory in the area.', 'Indeed, the authors have commented: ""AlexNet with batch-normalization (AlexNet-BN) is the standard model ... acceptance that improvements made to accuracy transfer well to more modern architectures.""']",Annual Meeting of the Association for Computational Linguistics,19.0,,"['models', 'benchmark', 'rationales', 'nlp', 'NLP']"
NLP,a747e8f2659df479c0092301b9658fc582423df1,"One Country, 700+ Languages: NLP Challenges for Underrepresented Languages and Dialects in Indonesia",https://www.semanticscholar.org/paper/a747e8f2659df479c0092301b9658fc582423df1,Conference,"NLP research is impeded by a lack of resources and awareness of the challenges presented by underrepresented languages and dialects. Focusing on the languages spoken in Indonesia, the second most linguistically diverse and the fourth most populous nation of the world, we provide an overview of the current state of NLP research for Indonesia’s 700+ languages. We highlight challenges in Indonesian NLP and how these affect the performance of current NLP systems. Finally, we provide general recommendations to help develop NLP technology not only for languages of Indonesia but also other underrepresented languages.",2022,56,,"[8129718.0, 9162688.0, 2789148.0, 66986482.0, 2279712392.0, 1935324.0, 46199596.0, 35722593.0, 2368148.0, 145465286.0, 1800564.0, 2124014463.0]",8129718.0,Oslo,2,"[5840536.0, 47224454.0]",Y,"['It would be nice to provide some sort of analysis of it, even an empirical one.', 'Moreover, the authors proposed updating the parameter \\theta of the generator g_\\theta.']",Annual Meeting of the Association for Computational Linguistics,22.0,,"['nlp', 'languages', 'indonesia', 'research', 'NLP']"
NLP,598231eb906b183f7a2a408ef4536127e11e3de9,Challenges and Strategies in Cross-Cultural NLP,https://www.semanticscholar.org/paper/598231eb906b183f7a2a408ef4536127e11e3de9,Conference,"Various efforts in the Natural Language Processing (NLP) community have been made to accommodate linguistic diversity and serve speakers of many different languages. However, it is important to acknowledge that speakers and the content they produce and require, vary not just by language, but also by culture. Although language and culture are tightly linked, there are important differences. Analogous to cross-lingual and multilingual NLP, cross-cultural and multicultural NLP considers these differences in order to better serve users of NLP systems. We propose a principled framework to frame these efforts, and survey existing and potential strategies.",2022,72,,"[2064295987.0, 37922370.0, 49568895.0, 3295381.0, 30671790.0, 6547490.0, 83574123.0, 2093582149.0, 2125376289.0, 1717462692.0, 50110151.0, 82259306.0, 1660797358.0, 1700187.0]",2064295987.0,Podgorica,2,"[1803520.0, 2043402.0]",Y,"['Are the test environments sufficiently different from the training ones?', 'The model is based on both source/target syntax trees and performs an attentional encoder-decoder style network over the tree structure.']",Annual Meeting of the Association for Computational Linguistics,22.0,,"['nlp', 'language', 'efforts', 'speakers', 'NLP']"
NLP,3a7bbc46795929f0eace82b64c44c92a48682fb5,FLAIR: An Easy-to-Use Framework for State-of-the-Art NLP,https://www.semanticscholar.org/paper/3a7bbc46795929f0eace82b64c44c92a48682fb5,Conference,"We present FLAIR, an NLP framework designed to facilitate training and distribution of state-of-the-art sequence labeling, text classification and language models. The core idea of the framework is to present a simple, unified interface for conceptually very different types of word and document embeddings. This effectively hides all embedding-specific engineering complexity and allows researchers to “mix and match” various embeddings with little effort. The framework also implements standard model training and hyperparameter selection routines, as well as a data fetching module that can download publicly available NLP datasets and convert them into data structures for quick set up of experiments. Finally, FLAIR also ships with a “model zoo” of pre-trained models to allow researchers to use state-of-the-art NLP models in their applications. This paper gives an overview of the framework and its functionality. The framework is available on GitHub at https://github.com/zalandoresearch/flair .",2019,679,,"[2403712.0, 2077245166.0, 2725328.0, 4565995.0, 134757625.0, 2742129.0]",2403712.0,Warsaw,3,"[143651788.0, 2243348413.0, 5486617.0]",Y,"['The fact that the proposed technique is simple yet yields such speedups is encouraging.', 'In light of this, I think it is reasonable to ignore the fact that the proposed initialization does not provide benefits on Penn Treebank and text8.', 'The motivation is difficult to grasp and the contributions do not seem compelling.']",North American Chapter of the Association for Computational Linguistics,19.0,,"['framework', 'nlp', 'models', 'training', 'NLP']"
NLP,ce9ca56036307217ea565644d3d3bd74b879e045,Self-Diagnosis and Self-Debiasing: A Proposal for Reducing Corpus-Based Bias in NLP,https://www.semanticscholar.org/paper/ce9ca56036307217ea565644d3d3bd74b879e045,JournalArticle,"Abstract ⚠ This paper contains prompts and model outputs that are offensive in nature. When trained on large, unfiltered crawls from the Internet, language models pick up and reproduce all kinds of undesirable biases that can be found in the data: They often generate racist, sexist, violent, or otherwise toxic language. As large models require millions of training examples to achieve good performance, it is difficult to completely prevent them from being exposed to such content. In this paper, we first demonstrate a surprising finding: Pretrained language models recognize, to a considerable degree, their undesirable biases and the toxicity of the content they produce. We refer to this capability as self-diagnosis. Based on this finding, we then propose a decoding algorithm that, given only a textual description of the undesired behavior, reduces the probability of a language model producing problematic text. We refer to this approach as self-debiasing. Self-debiasing does not rely on manually curated word lists, nor does it require any training data or changes to the model’s parameters. While we by no means eliminate the issue of language models generating biased text, we believe our approach to be an important step in this direction.1",2021,244,9,"[32246932.0, 40941940.0, 144418438.0]",32246932.0,San Marino,2,"[2220637583.0, 2150277971.0]",Y,"['* A thorough discussion on mixing in feature space, as well as a baseline which mizes in feature space.', 'A tensor compiler (as opposed to a DSL inside a general purpose language) The success of Deep Learning is, in no small part, due the development of libraries and frameworks which have made building novel models much easier, faster and less error prone and also make taking advantage of modern hardware (such as GPUs) more accessible.']",,,Transactions of the Association for Computational Linguistics,"['language', 'models', 'model', 'nlp', 'NLP']"
